item_id,order_id,product_id,product_name,category,quantity,unit_price,cost_price
ITEM000200,ORD00079,PROD007,Notebook Set,Stationery,3,199,40
ITEM000201,ORD00080,PROD009,Water Bottle,Sports,3,399,80
ITEM000202,ORD00081,PROD010,Sunglasses,Accessories,2,1299,300
ITEM000203,ORD00081,PROD009,Water Bottle,Sports,1,399,80
ITEM000204,ORD00082,PROD002,Running Shoes,Footwear,3,2999,600
ITEM000205,ORD00082,PROD009,Water Bottle,Sports,1,399,80
ITEM000206,ORD00082,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000207,ORD00082,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM000208,ORD00083,PROD007,Notebook Set,Stationery,3,199,40
ITEM000209,ORD00084,PROD006,Face Wash,Beauty,2,299,60
ITEM000210,ORD00084,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM000211,ORD00084,PROD002,Running Shoes,Footwear,2,2999,600
ITEM000212,ORD00084,PROD009,Water Bottle,Sports,2,399,80
ITEM000213,ORD00085,PROD006,Face Wash,Beauty,3,299,60
ITEM000214,ORD00085,PROD007,Notebook Set,Stationery,1,199,40
ITEM000215,ORD00085,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000216,ORD00085,PROD014,Mouse Pad,Electronics,2,249,50
ITEM000217,ORD00086,PROD009,Water Bottle,Sports,2,399,80
ITEM000218,ORD00086,PROD003,Yoga Mat,Sports,3,799,180
ITEM000219,ORD00086,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM000220,ORD00086,PROD004,Backpack,Bags,3,1899,450
ITEM000221,ORD00087,PROD014,Mouse Pad,Electronics,1,249,50
ITEM000222,ORD00087,PROD004,Backpack,Bags,1,1899,450
ITEM000223,ORD00087,PROD015,Moisturizer,Beauty,3,499,100
ITEM000224,ORD00087,PROD008,Desk Lamp,Home Decor,2,999,220
ITEM000225,ORD00088,PROD004,Backpack,Bags,3,1899,450
ITEM000226,ORD00088,PROD002,Running Shoes,Footwear,3,2999,600
ITEM000227,ORD00089,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM000228,ORD00089,PROD001,Wireless Earbuds,Electronics,1,1499,350
ITEM000229,ORD00090,PROD014,Mouse Pad,Electronics,2,249,50
ITEM000230,ORD00090,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM000231,ORD00091,PROD007,Notebook Set,Stationery,3,199,40
ITEM000232,ORD00091,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM000233,ORD00092,PROD009,Water Bottle,Sports,2,399,80
ITEM000234,ORD00092,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000235,ORD00092,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM000236,ORD00092,PROD006,Face Wash,Beauty,2,299,60
ITEM000237,ORD00093,PROD003,Yoga Mat,Sports,1,799,180
ITEM000238,ORD00093,PROD013,Coffee Maker,Kitchen,2,3499,850
ITEM000239,ORD00093,PROD009,Water Bottle,Sports,1,399,80
ITEM000240,ORD00093,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000241,ORD00094,PROD007,Notebook Set,Stationery,2,199,40
ITEM000242,ORD00094,PROD004,Backpack,Bags,2,1899,450
ITEM000243,ORD00095,PROD001,Wireless Earbuds,Electronics,1,1499,350
ITEM000244,ORD00095,PROD005,Smartwatch,Electronics,1,4999,1200
ITEM000245,ORD00096,PROD008,Desk Lamp,Home Decor,1,999,220
ITEM000246,ORD00096,PROD004,Backpack,Bags,1,1899,450
ITEM000247,ORD00097,PROD015,Moisturizer,Beauty,3,499,100
ITEM000248,ORD00097,PROD004,Backpack,Bags,2,1899,450
ITEM000249,ORD00097,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM000250,ORD00097,PROD010,Sunglasses,Accessories,2,1299,300
ITEM000251,ORD00098,PROD005,Smartwatch,Electronics,3,4999,1200
ITEM000252,ORD00098,PROD015,Moisturizer,Beauty,2,499,100
ITEM000253,ORD00098,PROD006,Face Wash,Beauty,2,299,60
ITEM000254,ORD00099,PROD006,Face Wash,Beauty,1,299,60
ITEM000255,ORD00099,PROD007,Notebook Set,Stationery,2,199,40
ITEM000256,ORD00099,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM000257,ORD00100,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM000258,ORD00100,PROD003,Yoga Mat,Sports,3,799,180
ITEM000259,ORD00100,PROD004,Backpack,Bags,3,1899,450
ITEM000260,ORD00100,PROD006,Face Wash,Beauty,3,299,60
ITEM000261,ORD00101,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM000262,ORD00101,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM000263,ORD00101,PROD015,Moisturizer,Beauty,3,499,100
ITEM000264,ORD00101,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000265,ORD00102,PROD009,Water Bottle,Sports,1,399,80
ITEM000266,ORD00103,PROD003,Yoga Mat,Sports,3,799,180
ITEM000267,ORD00103,PROD014,Mouse Pad,Electronics,2,249,50
ITEM000268,ORD00103,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM000269,ORD00103,PROD004,Backpack,Bags,1,1899,450
ITEM000270,ORD00104,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM000271,ORD00104,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000272,ORD00104,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM000273,ORD00104,PROD013,Coffee Maker,Kitchen,3,3499,850
ITEM000274,ORD00105,PROD013,Coffee Maker,Kitchen,3,3499,850
ITEM000275,ORD00105,PROD003,Yoga Mat,Sports,2,799,180
ITEM000276,ORD00105,PROD002,Running Shoes,Footwear,2,2999,600
ITEM000277,ORD00105,PROD015,Moisturizer,Beauty,2,499,100
ITEM000278,ORD00106,PROD006,Face Wash,Beauty,3,299,60
ITEM000279,ORD00107,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM000280,ORD00108,PROD009,Water Bottle,Sports,2,399,80
ITEM000281,ORD00108,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000282,ORD00108,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM000283,ORD00108,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM000284,ORD00109,PROD004,Backpack,Bags,2,1899,450
ITEM000285,ORD00110,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM000286,ORD00111,PROD001,Wireless Earbuds,Electronics,1,1499,350
ITEM000287,ORD00111,PROD004,Backpack,Bags,2,1899,450
ITEM000288,ORD00111,PROD010,Sunglasses,Accessories,1,1299,300
ITEM000289,ORD00112,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM000290,ORD00112,PROD009,Water Bottle,Sports,1,399,80
ITEM000291,ORD00112,PROD006,Face Wash,Beauty,3,299,60
ITEM000292,ORD00112,PROD007,Notebook Set,Stationery,3,199,40
ITEM000293,ORD00113,PROD002,Running Shoes,Footwear,3,2999,600
ITEM000294,ORD00114,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM000295,ORD00114,PROD006,Face Wash,Beauty,2,299,60
ITEM000296,ORD00114,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM000297,ORD00114,PROD011,Bluetooth Speaker,Electronics,2,2499,580
ITEM000298,ORD00115,PROD002,Running Shoes,Footwear,2,2999,600
ITEM000299,ORD00115,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM000300,ORD00115,PROD010,Sunglasses,Accessories,2,1299,300
ITEM000301,ORD00115,PROD005,Smartwatch,Electronics,3,4999,1200
ITEM000302,ORD00116,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM000303,ORD00116,PROD007,Notebook Set,Stationery,2,199,40
ITEM000304,ORD00117,PROD003,Yoga Mat,Sports,3,799,180
ITEM000305,ORD00118,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM000306,ORD00119,PROD001,Wireless Earbuds,Electronics,1,1499,350
ITEM000307,ORD00119,PROD005,Smartwatch,Electronics,3,4999,1200
ITEM000308,ORD00119,PROD007,Notebook Set,Stationery,3,199,40
ITEM000309,ORD00119,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM000310,ORD00120,PROD003,Yoga Mat,Sports,1,799,180
ITEM000311,ORD00120,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM000312,ORD00121,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000313,ORD00121,PROD013,Coffee Maker,Kitchen,2,3499,850
ITEM000314,ORD00121,PROD002,Running Shoes,Footwear,3,2999,600
ITEM000315,ORD00122,PROD002,Running Shoes,Footwear,2,2999,600
ITEM000316,ORD00122,PROD003,Yoga Mat,Sports,2,799,180
ITEM000317,ORD00122,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM000318,ORD00122,PROD001,Wireless Earbuds,Electronics,2,1499,350
ITEM000319,ORD00123,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM000320,ORD00123,PROD006,Face Wash,Beauty,1,299,60
ITEM000321,ORD00124,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM000322,ORD00124,PROD012,Casual T-Shirt,Clothing,2,599,120
ITEM000323,ORD00124,PROD014,Mouse Pad,Electronics,2,249,50
ITEM000324,ORD00125,PROD002,Running Shoes,Footwear,3,2999,600
ITEM000325,ORD00125,PROD010,Sunglasses,Accessories,1,1299,300
ITEM000326,ORD00125,PROD004,Backpack,Bags,3,1899,450
ITEM000327,ORD00126,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000328,ORD00126,PROD013,Coffee Maker,Kitchen,2,3499,850
ITEM000329,ORD00127,PROD004,Backpack,Bags,1,1899,450
ITEM000330,ORD00127,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM000331,ORD00127,PROD011,Bluetooth Speaker,Electronics,3,2499,580
ITEM000332,ORD00128,PROD009,Water Bottle,Sports,3,399,80
ITEM000333,ORD00128,PROD015,Moisturizer,Beauty,3,499,100
ITEM000334,ORD00128,PROD012,Casual T-Shirt,Clothing,3,599,120
ITEM000335,ORD00128,PROD007,Notebook Set,Stationery,3,199,40
ITEM000336,ORD00129,PROD013,Coffee Maker,Kitchen,3,3499,850
ITEM000337,ORD00130,PROD013,Coffee Maker,Kitchen,3,3499,850
ITEM000338,ORD00130,PROD006,Face Wash,Beauty,3,299,60
ITEM000339,ORD00130,PROD015,Moisturizer,Beauty,3,499,100
ITEM000340,ORD00130,PROD007,Notebook Set,Stationery,3,199,40
ITEM000341,ORD00131,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000342,ORD00131,PROD006,Face Wash,Beauty,3,299,60
ITEM000343,ORD00132,PROD008,Desk Lamp,Home Decor,1,999,220
ITEM000344,ORD00133,PROD005,Smartwatch,Electronics,2,4999,1200
ITEM000345,ORD00133,PROD006,Face Wash,Beauty,1,299,60
ITEM000346,ORD00133,PROD008,Desk Lamp,Home Decor,2,999,220
ITEM000347,ORD00134,PROD006,Face Wash,Beauty,3,299,60
ITEM000348,ORD00134,PROD002,Running Shoes,Footwear,1,2999,600
ITEM000349,ORD00134,PROD005,Smartwatch,Electronics,3,4999,1200
ITEM000350,ORD00134,PROD001,Wireless Earbuds,Electronics,1,1499,350
ITEM000351,ORD00135,PROD009,Water Bottle,Sports,1,399,80
ITEM000352,ORD00135,PROD003,Yoga Mat,Sports,2,799,180
ITEM000353,ORD00136,PROD011,Bluetooth Speaker,Electronics,1,2499,580
ITEM000354,ORD00136,PROD015,Moisturizer,Beauty,2,499,100
ITEM000355,ORD00137,PROD001,Wireless Earbuds,Electronics,3,1499,350
ITEM000356,ORD00137,PROD012,Casual T-Shirt,Clothing,1,599,120
ITEM000357,ORD00137,PROD004,Backpack,Bags,3,1899,450
ITEM000358,ORD00137,PROD013,Coffee Maker,Kitchen,1,3499,850
ITEM000359,ORD00138,PROD008,Desk Lamp,Home Decor,3,999,220
ITEM000360,ORD00138,PROD002,Running Shoes,Footwear,2,2999,600
ITEM000361,ORD00139,PROD010,Sunglasses,Accessories,3,1299,300
ITEM000362,ORD00139,PROD002,Running Shoes,Footwear,2,2999,600
ITEM000363,ORD00139,PROD006,Face Wash,Beauty,3,299,60
ITEM000364,ORD00139,PROD013,Coffee Maker,Kitchen,3,3499,850
ITEM000365,ORD00140,PROD006,Face Wash,Beauty,3,299,60
ITEM000366,ORD00140,PROD002,Running Shoes,Footwear,1,2999,600
ITEM000367,ORD00141,PROD010,Sunglasses,Accessories,3,1299,300
ITEM000368,ORD00141,PROD003,Yoga Mat,Sports,3,799,180
ITEM000369,ORD00141,PROD015,Moisturizer,Beauty,1,499,100
ITEM000370,ORD00141,PROD007,Notebook Set,Stationery,3,199,40
ITEM000371,ORD00142,PROD003,Yoga Mat,Sports,1,799,180
ITEM000372,ORD00142,PROD015,Moisturizer,Beauty,2,499,100
ITEM000373,ORD00142,PROD006,Face Wash,Beauty,1,299,60
ITEM000374,ORD00143,PROD007,Notebook Set,Stationery,1,199,40
ITEM000375,ORD00143,PROD011,Bluetooth Speaker,Electronics,3,2499,580
